,urn,title,authors,year
2510,URN:NBN:no-nb_digibok_2010051006063,Øvinger i leseforståelse : Bonka,"Jacobson , Lilly",1992
590,URN:NBN:no-nb_digibok_2016041548065,Lovsamling for videregående skoler og økonomisk utdanning,"Nohr , Thor",1992
4360,URN:NBN:no-nb_digibok_2012050408021,Arbeidsbok for 6-åringar,"Danielsson , Karin / Lundberg , Pia / Bogstrand , Gerd / Tveit , Anne Ryssdal / Aamot , Sissel",1993
480,URN:NBN:no-nb_digibok_2013121908003,Språket ditt. 2 : Abrakadabra Øveboka i rettskriving,"Bech , Kari",1993
2054,URN:NBN:no-nb_digibok_2009091701002,"Sesam, Sesam. 1 : Lesebok ABC Bokstavboka med løkkeskrift","Elsness , Turid Fosby",1993
2053,URN:NBN:no-nb_digibok_2009100200009,Sesam sesam. 1(a-inf.) : Leseboka ABC : lesebok med a-infinitiv Bokstavboka med lykkjeskrift,"Elsness , Turid Fosby",1993
4474,URN:NBN:no-nb_digibok_2009051504019,Eg skriv lykkjeskrift. 3,"Tømte , Inger Thorstensen",1993
4365,URN:NBN:no-nb_digibok_2009011204090,"Sesam, Sesam. 1 : Lesebok ABC Dikterboka med løkkeskrift","Elsness , Turid Fosby",1993
4394,URN:NBN:no-nb_digibok_2009082001053,Språket ditt. 2 : Abrakadabra Lærarrettleiing,"Bech , Kari",1993
4462,URN:NBN:no-nb_digibok_2009052900040,Tid for oppgaver,"Allern , Marit / Skjelten , Sidsel Merete / Vetvik , Gunnvor / Allern , Marit",1993
912,URN:NBN:no-nb_digibok_2009081800094,Språkforming S C : norsk språklære for ungdomstrinnet,"Sætre , Odd / Ådlandsvik , Ragna",1993
2301,URN:NBN:no-nb_digibok_2008120104022,Norsk 7 - 9 : Nynorsk-skriveboka : eit grunnkurs i nynorsk som sidemål,"Hildrum , Jon / Solheim , Bjørn Elling",1993
469,URN:NBN:no-nb_digibok_2008122200016,"Sesam, Sesam. 6A : Lesebok","Elsness , Turid Fosby",1993
4027,URN:NBN:no-nb_digibok_2009081101150,Språket ditt. 2 : Abrakadabra,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1993
865,URN:NBN:no-nb_digibok_2009081800077,Språket ditt. 4 : Troll i ord,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1993
2250,URN:NBN:no-nb_digibok_2009080700003,Norsk for livet. 1 : Norsk med samfunnskunnskap,"Hardersen , Harald / Sanne , Elisabeth",1993
4822,URN:NBN:no-nb_digibok_2009091004035,På sporet : norskboka 6 : grunnbok : Studiebok,,1993
4021,URN:NBN:no-nb_digibok_2017011148101,Norsk med didaktisk refleksjon : Norskundervisning : grunnbok,"Bjørkeng , Peer Harry",1993
407,URN:NBN:no-nb_digibok_2009081904071,"Ordliste for barneskolen : med synonymer, ordforklaringer og eksempler fra ordenes bruksområde","Knappen , A. E. / Thoresen , A.",1993
4012,URN:NBN:no-nb_digibok_2009082400049,Ikke noe snikksnakk : språk- og sjangerlære 6,"Birkeland , Tone / Werner , Kjersti / Askeland , Håkon",1993
704,URN:NBN:no-nb_digibok_2008112700032,På sporet : norskboka 2 : grunnbok : Lærerveiledning,,1993
718,URN:NBN:no-nb_digibok_2017022448069,Typisk norsk? : tekstbok : Arbeidsbok,"Sandvik , Margareth",1993
4308,URN:NBN:no-nb_digibok_2009051804028,Litteraturhistorie : VK 1 & VK 2,"Rottem , Øystein",1993
4063,URN:NBN:no-nb_digibok_2009100200030,Språkforming S B : norsk språklære for ungdomstrinnet,"Sætre , Odd / Ådlandsvik , Ragna",1993
2111,URN:NBN:no-nb_digibok_2009051804029,Les om det. 6,"Jensen , Lisbet Riise",1993
2225,URN:NBN:no-nb_digibok_2009082501021,Soria Moria : Under sol og måne : lesebok 6A,,1993
4510,URN:NBN:no-nb_digibok_2015051108059,Språket ditt. 4 : Troll i ord Øveboka i rettskriving og grammatikk,"Bech , Kari",1993
304,URN:NBN:no-nb_digibok_2009100604039,ABC leseboka : Lærerens bok,"Bech , Kari",1993
4504,URN:NBN:no-nb_digibok_2009082501031,På sporet : norskboka 3 : grunnbok,"Båsland , Harald",1993
785,URN:NBN:no-nb_digibok_2020120806075,Veien videre : lesebok for voksne,"Amundsen , Marie-Lisbet",1993
3893,URN:NBN:no-nb_digibok_2009081301154,Sesam sesam. 6B : Leseboka,"Elsness , Turid Fosby",1993
3879,URN:NBN:no-nb_digibok_2017010648143,Norsk i andre. B,"Hofmo , Torill",1993
236,URN:NBN:no-nb_digibok_2017050848243,Bokstavboka : samanhangande skrift i 1. klasse. 2,"Steineger , Ruth / Fetveit , Gjertina Mo",1993
276,URN:NBN:no-nb_digibok_2007112900089,Grunnbok i norrønt språk,"Haugen , Odd Einar",1993
2067,URN:NBN:no-nb_digibok_2009051804018,Norsk i tredje. B : [Grunnbok] Lærerveiledning,"Hofmo , Torill",1993
315,URN:NBN:no-nb_digibok_2009090400053,Språket ditt. 4 : Troll i ord Lærerens bok,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1993
18,URN:NBN:no-nb_digibok_2016010408067,Norsk for livet. 1 : Norsk med samfunnskunnskap Arbeidsnøkkelen : kortfattet lærerveiledning,"Hardersen , Harald / Sanne , Elisabeth",1993
251,URN:NBN:no-nb_digibok_2015102108088,Innføring i skatterett : for videregående opplæring og økonomisk-administrative studier,"Dale , Johan T. / Fallan , Lars",1993
3667,URN:NBN:no-nb_digibok_2009011204089,Arbeidsbok for 6-åringer,"Danielsson , Karin / Lundberg , Pia",1993
1828,URN:NBN:no-nb_digibok_2013080838133,Talemål,"Sandøy , Helge",1993
1946,URN:NBN:no-nb_digibok_2008011004043,Litteraturundervisning : teori og praksis,"Skarðhamar , Anne-Kari",1993
111,URN:NBN:no-nb_digibok_2009081101129,Ikkje noko snikksnakk : språk- og sjangerlære 6,"Birkeland , Tone",1993
2916,URN:NBN:no-nb_digibok_2009092804039,Lærarrettleiing til Boka om Mohammed,"Birkeland , Liv",1993
1548,URN:NBN:no-nb_digibok_2014121708194,Teksthefte til video-grammet,"Kjærland , Kari Brustad",1993
2944,URN:NBN:no-nb_digibok_2013110406099,Skriftforming 3 : stavskrift,"Båsland , Harald / Sødal , Kirsten / Hovland , Bjarne",1993
2958,URN:NBN:no-nb_digibok_2015102908021,Skriftforming 2 : stavskrift,"Båsland , Harald / Hovland , Bjarne / Sødal , Kirsten",1993
2960,URN:NBN:no-nb_digibok_2009082500066,Skriftforming 3 : løkkeskrift,"Båsland , Harald / Hovland , Bjarne / Sødal , Kirsten",1993
2490,URN:NBN:no-nb_digibok_2009100204012,ABC leseboka : Løkkeskrift,"Bech , Kari",1993
3026,URN:NBN:no-nb_digibok_2009100100123,Norge og verden etter 1940,"Eriksen , Tore Linné / Larsen , Jacob T. / Thomassen , Erik",1993
3029,URN:NBN:no-nb_digibok_2017010648009,Norsk i sammenheng = : Intermediate Norwegian,"O ' Leary , Margaret Hayford / Shackelford , Frankie",1993
2525,URN:NBN:no-nb_digibok_2008011104025,Råd for uråd : vegvisar gjennom nynorske minefelt,"Breivega , Ola",1993
1933,URN:NBN:no-nb_digibok_2014120208042,ABC leseboka : Oppgaveboka,"Bech , Kari",1993
4764,URN:NBN:no-nb_digibok_2008010704022,Språkets mønstre : grammatiske begreper og metoder,"Kulbrandstad , Lars Anders",1993
3070,URN:NBN:no-nb_digibok_2009051804037,Litteraturhistorie : VK 1 & VK 2,"Rottem , Øystein",1993
2475,URN:NBN:no-nb_digibok_2009100604081,Språket ditt. 4 : Troll i ord Lærarrettleiing,"Bech , Kari",1993
1384,URN:NBN:no-nb_digibok_2009120300095,Skriftforming 2 : stavskrift,"Båsland , Harald / Hovland , Bjarne / Sødal , Kirsten",1993
4642,URN:NBN:no-nb_digibok_2012091705050,Rettskrivingsordbok med synonym,"Bøe , Lars / Fossestøl , Bernt",1993
3166,URN:NBN:no-nb_digibok_2008120104066,Språkforming S-B og S-C : lærarrettleiing : Norsk språklære for ungdomssteget : fellesutgåve,"Sætre , Odd / Ådlandsvik , Ragna",1993
3171,URN:NBN:no-nb_digibok_2009042300038,Litteraturhistorie for den videregående skolen,"Haavardsholm , Espen / Øverland , Janneken",1993
1337,URN:NBN:no-nb_digibok_2017032048283,På sporet : norskboka 3 : grunnbok : Arbeidsbok,,1993
3270,URN:NBN:no-nb_digibok_2017010248034,Ut med språket : språk- og sjangerlære. 1,"Simensen , Ragnhild / Lundeberg , Solveig",1993
1934,URN:NBN:no-nb_digibok_2008120104008,På sporet : norskboka 6 : grunnbok : Lærerveiledning,,1993
3286,URN:NBN:no-nb_digibok_2009051504037,Eg skriv lykkjeskrift. 2,"Tømte , Inger Thorstensen",1993
1890,URN:NBN:no-nb_digibok_2008011501090,Svenska för norrmän,"Mårtenson , Per / Fjeldstad , Anton",1993
1621,URN:NBN:no-nb_digibok_2014062307128,Skriftforming 3 : lykkjeskrift,"Båsland , Harald / Sødal , Kirsten / Hovland , Bjarne",1993
1807,URN:NBN:no-nb_digibok_2008121604109,Norsk 7 - 9 : Sjangerleseboka : lesebok for ungdomsskolen,"Hildrum , Jon",1993
1833,URN:NBN:no-nb_digibok_2017110648011,På sporet : norskboka 3 : grunnbok : Lærerveiledning,,1993
2638,URN:NBN:no-nb_digibok_2009081301060,Norsk litteraturhistorie : for ungdomssteget : Tekstsamling,"Penne , Sylvi",1993
2639,URN:NBN:no-nb_digibok_2013071506075,På sporet : norskboka 3 : grunnbok,"Båsland , Harald",1993
75,URN:NBN:no-nb_digibok_2014021906355,Norsk i sjette : Norsk i sjette - Les om det 6 : lærerveiledning,"Jensen , Lisbet Riise",1993
2573,URN:NBN:no-nb_digibok_2009090400048,ABC leseboka,"Bech , Kari / Skumlien , Anne Marie . / Dahl , Hanne . / Nordberg , Harald / Skorge , Turid",1993
4719,URN:NBN:no-nb_digibok_2008112700030,På sporet : norskboka 3 : grunnbok : Arbeidsbok,,1993
1738,URN:NBN:no-nb_digibok_2009062304012,Gotisk skrift : lærebok med tekster fra 1485 til 1875,"Tretvik , Aud Mikkelsen / Haarstad , Kjell",1993
2568,URN:NBN:no-nb_digibok_2009083101059,Sesam sesam. 1 : Leseboka ABC : nynorsk med e-infinitiv Bokstavboka med lykkjeskrift,"Elsness , Turid Fosby",1993
105,URN:NBN:no-nb_digibok_2009052604023,Tekst og tanke : Lærerens ressursbok for VK I og VK II,"Halvorsen , Ellen Beate",1993
1735,URN:NBN:no-nb_digibok_2009091000059,"Alle tiders norsk : grunnbok : tekstkunnskap, språkkunnskap","Berg , Tove / Guldal , Reidunn",1993
1721,URN:NBN:no-nb_digibok_2014121708195,Teksthefte til video-grammet,"Kjærland , Kari Brustad",1993
2724,URN:NBN:no-nb_digibok_2012062208160,Sesam sesam. 1 : Leseboka ABC : nynorsk med e-infinitiv Diktarboka : med lykkjeskrift,"Elsness , Turid Fosby",1993
2747,URN:NBN:no-nb_digibok_2012062208006,Sesam sesam. 1(a-inf.) : Leseboka ABC : lesebok med a-infinitiv Diktarboka med lykkjeskrift,"Elsness , Turid Fosby",1993
1690,URN:NBN:no-nb_digibok_2012072408074,ABC leseboka : Lykkjeskrift,"Bech , Kari",1993
1682,URN:NBN:no-nb_digibok_2009081304015,Soria Moria : Gjennom ild og vann : lesebok 5B,,1993
2780,URN:NBN:no-nb_digibok_2009092201020,ABC leseboka,"Bech , Kari / Skorge , Turid / Nordberg , Harald / Dahl , Hanne . / Skumlien , Anne Marie .",1993
2797,URN:NBN:no-nb_digibok_2009082400055,Slik skriver vi stil : norsk skriftlig i videregående skole,"Vold , Leif Erik",1993
1642,URN:NBN:no-nb_digibok_2009051804021,Les om det 4,"Jensen , Lisbet Riise / Smemo , Brynhild / Aass , Torunn Eide / Johnsen , Geirmund",1993
1630,URN:NBN:no-nb_digibok_2009082001057,Lærarrettleiing til Fortel! Fortel! : Språk- og sjangerlære 5,"Birkeland , Tone",1993
2561,URN:NBN:no-nb_digibok_2008010200004,Norsk for utlendinger. 1 : [tegner: Arild Berger] Glossary,"Strandskogen , Åse-Berit / Strandskogen , Rolf",1993
4621,URN:NBN:no-nb_digibok_2013102407274,Skriftforming 2 : lykkjeskrift,"Båsland , Harald / Sødal , Kirsten / Hovland , Bjarne",1993
3300,URN:NBN:no-nb_digibok_2009091404025,Språkforming S C : norsk språklære for ungdomssteget,"Sætre , Odd / Ådlandsvik , Ragna",1993
3557,URN:NBN:no-nb_digibok_2009082001054,Språket ditt. 2 : Abrakadabra Lærerens bok,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1993
3579,URN:NBN:no-nb_digibok_2009091701012,Skriftforming 3 : stavskrift,"Båsland , Harald / Hovland , Bjarne / Sødal , Kirsten",1993
3635,URN:NBN:no-nb_digibok_2009080504071,Norsk på nynorsk : nynorsk som sidemål,"Haarr , Vigdis / Sandbukt , Siri",1993
2368,URN:NBN:no-nb_digibok_2010072603031,Soria Moria : Gjennom eld og vatn : lesebok 5B,,1993
2350,URN:NBN:no-nb_digibok_2009100100161,Norsk i sjette,"Jensen , Lisbet Riise / Heggdal , Ragnhild / Aass , Torunn Eide",1993
3463,URN:NBN:no-nb_digibok_2009081304009,Norsk for livet. 1,"Hardersen , Harald / Sanne , Elisabeth",1993
176,URN:NBN:no-nb_digibok_2012080308060,Norsk i fjerde : Lærarrettleiing,"Jensen , Lisbet Riise",1993
1171,URN:NBN:no-nb_digibok_2009100604063,Norsk på nynorsk : nynorsk som sidemål : Lærarrettleiing til Norsk på nynorsk,"Haarr , Vigdis",1993
991,URN:NBN:no-nb_digibok_2008112700029,"Sesam, Sesam. 6A-6B : Lærerveiledning","Elsness , Turid Fosby",1993
3577,URN:NBN:no-nb_digibok_2008122200013,"Sesam, Sesam. 6B : Lesebok","Elsness , Turid Fosby",1993
3648,URN:NBN:no-nb_digibok_2008072404082,Århundrets lesebok : tekster fra Nordahl Rolfsen lesebøker,"Rolfsen , Nordahl / Rolfsen , Christian Nordahl / Mørkhagen , Sverre",1993
1190,URN:NBN:no-nb_digibok_2013082708117,Typisk norsk? : tekstbok,"Sandvik , Margareth / Aarsæther , Finn / Krokfjord , Terje Bryne",1993
2403,URN:NBN:no-nb_digibok_2008011404016,Forfatterspor : samtidslitteratur i skolen,"Tønseth , Jan Jacob / Sørheim , Thor / Økland , Einar / Kittelsen , Erling / Stenstad , Finn / Michelsen , Per Arne / Brantenberg , Gerd / Jensen , Eva / Gulliksen , Geir / Byberg , Jan E. / Borgen , Anne-Mari Hole / Berg , Tove / Larssen-Aas , Ivar / Sørheim , Thor",1993
1230,URN:NBN:no-nb_digibok_2009091701013,Skriftforming 2 : løkkeskrift,"Båsland , Harald / Hovland , Bjarne / Sødal , Kirsten",1993
1162,URN:NBN:no-nb_digibok_2017050848242,Bokstavboka : samanhangande skrift i 1. klasse. 1,"Steineger , Ruth / Fetveit , Gjertina Mo",1993
2036,URN:NBN:no-nb_digibok_2008011501022,Norsk syntaks,"Vassenden , Lars",1993
3417,URN:NBN:no-nb_digibok_2009090104067,Språkforming S B : norsk språklære for ungdomssteget,"Sætre , Odd / Ådlandsvik , Ragna",1993
169,URN:NBN:no-nb_digibok_2008011604063,Ny i Norge : tekstbok : norsk for utlendinger : begynnernivå : Lærerveiledning,"Manne , Gerd",1993
3544,URN:NBN:no-nb_digibok_2009100604107,Alfa : Lese- og skrivehefte : A : store bokstaver,"Gjerdrum , Anne-Lise / Dahl , Hans Normann",1993
1154,URN:NBN:no-nb_digibok_2013092706065,"Alle tiders norsk : litteraturbok : tekstsamling, litteraturhistorie etter 1940","Berg , Tove / Guldal , Reidunn",1993
2312,URN:NBN:no-nb_digibok_2009082501067,God start. 1,"Gjerdrum , Anne-Lise / Tøsse , Eva",1994
2549,URN:NBN:no-nb_digibok_2009100504022,"Finn et ord - og bruk det nå : Kroppen, klær","Jounge-Sturesson , Christina de",1994
3956,URN:NBN:no-nb_digibok_2009081301096,Nyttig norsk. 1 : Grunnbok i språk og litteratur for yrkesfag,,1994
2790,URN:NBN:no-nb_digibok_2017011048069,Bo i Norge : norsk for utlendinger : mellomnivå : Ordliste til ... : norsk-vietnamesisk,"Manne , Gerd / Engen , Kari Elise / Nguye ̂ ̃ n duy Hinh",1994
4249,URN:NBN:no-nb_digibok_2009051200005,Leseboka for grunnskolen. b. 2,"Kverndokken , Kåre",1994
4567,URN:NBN:no-nb_digibok_2008012204018,"Foreldresamlinger : bilder å snakke om, enkle tekster","Sundby , Astrid / Havgar , Hilde / Embretsen , Karin Wesenberg",1994
2298,URN:NBN:no-nb_digibok_2009102600133,Impuls 1 : Tekstsamling,"Næss , Eli Lindtner / Stein , Inger Marie",1994
2813,URN:NBN:no-nb_digibok_2009082504057,Språket ditt. 3 : Alle gode ting er tre Lærarrettleiing,"Bech , Kari",1994
2817,URN:NBN:no-nb_digibok_2009082100060,Sesam sesam. 2 : Skriv,"Elsness , Turid Fosby",1994
4220,URN:NBN:no-nb_digibok_2015052808199,Første grammatikk på norsk : Lærerveiledning,"Engh , Lisen",1994
3548,URN:NBN:no-nb_digibok_2009091501093,Nyttig norsk. 1 : Grunnbok i språk og litteratur for yrkesfag,"Høiås , Trond",1994
2218,URN:NBN:no-nb_digibok_2009100204020,Skriveverk. 5A : Løkkeskrift,"Søvik , Nils",1994
2556,URN:NBN:no-nb_digibok_2009082501085,Språket ditt. 5 : Du store verden Lærerens bok,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1994
2744,URN:NBN:no-nb_digibok_2009102604019,Les og spill : lesetrening med Sirius-bøker og mini-LØKO-spill : Blått hefte,"Stensholdt , Anton B.",1994
2375,URN:NBN:no-nb_digibok_2012050308012,Skriveverk : Lærerveiledning,"Søvik , Nils",1994
3576,URN:NBN:no-nb_digibok_2009091501091,Skriveverk. 4B : Stavskrift,"Søvik , Nils",1994
3774,URN:NBN:no-nb_digibok_2009102700090,Ta spranget : norsk samtidslitteratur i utvalg,"Selj , Elisabeth / Maagerø , Eva",1994
3769,URN:NBN:no-nb_digibok_2009091504078,Grunnlinjer : norsk språk og litteratur : grunnkurs - 4 timer,"Christophersen , Tom",1994
2689,URN:NBN:no-nb_digibok_2009082404063,Ord og uttrykk,"Hvattum , Mons A.",1994
3645,URN:NBN:no-nb_digibok_2009100804087,Les og spel : lesetrening med Sirius-bøker og mini-LØKO-spel : Grønt hefte,"Stensholdt , Anton B.",1994
2651,URN:NBN:no-nb_digibok_2008020600004,Norsk for voksne : kurshefte,"Askeland , Norunn / Skjønsberg , Harald",1994
3733,URN:NBN:no-nb_digibok_2014040706219,Sesam sesam. 3 : Skriv,"Elsness , Turid Fosby",1994
2633,URN:NBN:no-nb_digibok_2009092201019,Språket ditt. 5 : Du store verden,"Bech , Kari / Heggem , Tor Gunnar / Kverndokken , Kåre / Brennodden , Gerd Haldis",1994
4726,URN:NBN:no-nb_digibok_2009090100028,Les og spel : lærarrettleiing til grønt hefte,"Stensholdt , Anton B.",1994
3706,URN:NBN:no-nb_digibok_2009100804025,Skriveverk. 3A : Løkkeskrift,"Søvik , Nils",1994
4401,URN:NBN:no-nb_digibok_2009091400065,Grunnlinjer : norsk språk og litteratur : grunnkurs - 4 timar,"Christophersen , Tom",1994
2603,URN:NBN:no-nb_digibok_2008013000013,Skoleord,"Sundby , Astrid / Havgar , Hilde / Embretsen , Karin Wesenberg",1994
4705,URN:NBN:no-nb_digibok_2011020106095,Sånn kan du si det : norske uttrykksmåter i forskjellige situasjoner,"Svanes , Bjørg",1994
4693,URN:NBN:no-nb_digibok_2009101900099,Skrift ABC. C : Skriftpleie Stavskrift,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1994
2380,URN:NBN:no-nb_digibok_2009102604096,Lærebok i norsk for den videregående skolen,"Flaten , Gro / Rognsaa , Aage",1994
3531,URN:NBN:no-nb_digibok_2009101204026,Impuls 1 : Teoribok,,1994
3664,URN:NBN:no-nb_digibok_2015102208341,Skriveverk. 1 : Trykkskrift,"Søvik , Nils",1994
4053,URN:NBN:no-nb_digibok_2009081301170,Språket ditt. 5 : Du store verda,"Bech , Kari / Røkkum , Henrik",1994
3079,URN:NBN:no-nb_digibok_2009091400024,"Norskopplæring for innvandrere : Oslo, 7.-8. oktober 1994","Norberg , Perly Folstad",1994
3899,URN:NBN:no-nb_digibok_2015111908208,Skriveverk. 6B : Stavskrift,"Søvik , Nils",1994
3901,URN:NBN:no-nb_digibok_2015102308055,Skriveverk. 2B : Stavskrift,"Søvik , Nils",1994
3103,URN:NBN:no-nb_digibok_2009081400002,Skriveverk. 2A : Løkkeskrift,"Søvik , Nils",1994
4028,URN:NBN:no-nb_digibok_2009051804117,"Norsk for yrkesfagene : grunnbok, modul 1 og 2","Haraldsen , Mette",1994
2409,URN:NBN:no-nb_digibok_2021070148611,Opp ei trapp og inn ei dør : språk- og sjangerlære 4,"Birkeland , Tone",1994
3118,URN:NBN:no-nb_digibok_2015070208020,Første grammatikk på norsk : Øvings-oppgaver,"Engh , Lisen",1994
3145,URN:NBN:no-nb_digibok_2016112948581,Tekst og tanke : norsk for grunnkurset : lære- og litteraturbok,"Hellne-Halvorsen , Ellen Beate / Jemterud , Ivar / Semmen , Inger Marie",1994
3381,URN:NBN:no-nb_digibok_2009090800027,Aktiv norsk,"Prent , Anne-Mette / Stenersen , Josephine",1994
4016,URN:NBN:no-nb_digibok_2009091104036,Skriveverk. 6A : Løkkeskrift,"Søvik , Nils",1994
4002,URN:NBN:no-nb_digibok_2008120104062,"Sesam, Sesam. 2 : Skriv","Elsness , Turid Fosby",1994
3247,URN:NBN:no-nb_digibok_2008011004086,Bo i Norge : norsk for utlendinger : mellomnivå : Ordliste til ... : norsk-serbisk-kroatisk,"Manne , Gerd / Engen , Kari Elise / Doder , Nebojša",1994
2273,URN:NBN:no-nb_digibok_2009091501094,Norsk for livet. 1,"Hardersen , Harald",1994
2427,URN:NBN:no-nb_digibok_2010052506005,"Finn et ord - og bruk det nå : Billedkort : familien-skolen, hjemmet-butikken, kroppen-klær, vekster-dyr","Jounge-Sturesson , Christina de",1994
3130,URN:NBN:no-nb_digibok_2012062508127,Lese og skrive : start i 3. klasse,"Gjerdrum , Anne-Lise",1994
3069,URN:NBN:no-nb_digibok_2009101204054,Naturbruk : ressursbok for læreren,"Skar , Øyvind",1994
3060,URN:NBN:no-nb_digibok_2009092904016,Ord i arbeid : grunnkurs - yrkesfaglige studieretninger,"Aas , Eyvind",1994
3053,URN:NBN:no-nb_digibok_2015061108022,Eksamenshefte i norsk : repetisjonshefte for stilskrivere,"Arnesen , Aksel Rolf",1994
2873,URN:NBN:no-nb_digibok_2007121800050,Bo i Norge : norsk for utlendinger : mellomnivå : Ordliste til ... : norsk-russisk,"Manne , Gerd / Engen , Kari Elise / Ibo , Shero",1994
4185,URN:NBN:no-nb_digibok_2009092804083,På eventyr,"Hauge , An-Magritt",1994
3530,URN:NBN:no-nb_digibok_2009100700138,Skriveverk. 3A : Løkkeskrift,"Søvik , Nils",1994
3291,URN:NBN:no-nb_digibok_2009051800068,Norsk for yrkesfaga : grunnbok - modul 1 og 2,"Haraldsen , Mette",1994
2881,URN:NBN:no-nb_digibok_2009031600056,Skriveverk. 6B : Stavskrift,"Søvik , Nils",1994
2381,URN:NBN:no-nb_digibok_2015102208291,Språket ditt. 3 3 : Alle gode ting er tre Øveboka i rettskriving,"Bech , Kari",1994
3494,URN:NBN:no-nb_digibok_2009081301113,Ord i arbeid : norsk språk og litteratur : grunnkurs - yrkesfaglege studieretningar,"Aas , Eyvind",1994
2955,URN:NBN:no-nb_digibok_2009083101016,Kontur : norsk språk og litteratur for grunnkurs helse- og sosialfag. 1,"Fossen , Wenche",1994
4134,URN:NBN:no-nb_digibok_2012101608104,"4, 5, 6 heks : Arbeidsbok","Meyer , Gunn Marit",1994
3826,URN:NBN:no-nb_digibok_2008010800040,Norsk for vaksne : kurshefte,"Askeland , Norunn / Skjønsberg , Harald",1994
2995,URN:NBN:no-nb_digibok_2008120104061,Den første skrive- og leseboka,"Aamot , Sissel / Bogstrand , Gerd",1994
3017,URN:NBN:no-nb_digibok_2009090700040,Dørene åpnes : Aktivitetsbok 1a,,1994
4117,URN:NBN:no-nb_digibok_2009091804055,Finn et ord - og bruk det nå : Her er jeg,"Engel , Merete",1994
3838,URN:NBN:no-nb_digibok_2013121708146,Brødrene Pintchon og fangene på Anis,"Stuedal , Viggo",1994
3844,URN:NBN:no-nb_digibok_2008020400003,Kvalifisere for Norge : norsk med samfunnskunnskap for fremmedspråklige voksne 1970-1993,"Norberg , Perly Folstad",1994
2235,URN:NBN:no-nb_digibok_2016011448109,Norsk i tredje. A,"Hofmo , Torill / Høvik , Grethe",1994
4659,URN:NBN:no-nb_digibok_2008020504016,Ny start i norsk : treningsprogram for ungdom og vaksne med lese- og skrivevanskar,"Berg , Gudbjørg Fauske / Holmefjord , Anders / Svarstad , Hans Martin",1994
4586,URN:NBN:no-nb_digibok_2009101900015,"Den gode eksamensstilen : eksamenshefte i norsk skriftlig : studieretning for allemenne og økonomiske/administrative fag, musikk, dans og drama, idrettsfag","Engenes , Eva / Sars , Sverre",1994
2333,URN:NBN:no-nb_digibok_2014102706048,Tekst og tanke : lære- og litteraturbok : norsk for grunnkurset : Ressursbok for læreren,"Hellne-Halvorsen , Ellen Beate",1994
0,URN:NBN:no-nb_digibok_2014052108258,Språket ditt. 5 : Du store verda Øveboka : i rettskriving og grammatikk,"Bech , Kari",1994
964,URN:NBN:no-nb_digibok_2009100904079,Kolon : grunnbok i norsk språk og litteratur for den videregående skolen,"Folkedal , Kåre",1994
1751,URN:NBN:no-nb_digibok_2009091404056,Norsk for livet. 1,"Hardersen , Harald",1994
318,URN:NBN:no-nb_digibok_2009102004015,"Finn et ord - og bruk det nå : Vekster, dyr","Jounge-Sturesson , Christina de",1994
385,URN:NBN:no-nb_digibok_2009100200017,Skrift ABC. B : Sammenbinding Stavskrift,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1994
388,URN:NBN:no-nb_digibok_2009082404062,"Ordliste for barneskulen : med synonym, ordforklaringar og døme frå bruksområda til orda","Knappen , A. E. / Ølmheim , Per Arvid / Thoresen , A.",1994
1736,URN:NBN:no-nb_digibok_2009101900100,Skrift ABC. A : Grunnformer,"Moriggi , Sigrun Nygaard / Arnesen , Jakob Rask",1994
973,URN:NBN:no-nb_digibok_2008022604090,Bo i Norge : norsk for utlendinger : mellomnivå : Ordliste til ... : norsk-kurdisk,"Manne , Gerd / Engen , Kari Elise / Saeed , Sami",1994
572,URN:NBN:no-nb_digibok_2009090804021,"Finn et ord - og bruk det nå : Familien, skolen","Jounge-Sturesson , Christina de",1994
423,URN:NBN:no-nb_digibok_2020101407567,Tekst og tanke : lære- og litteraturbok : norsk for grunnkurset,"Hellne-Halvorsen , Ellen Beate / Semmen , Inger Marie / Jemterud , Ivar",1994
178,URN:NBN:no-nb_digibok_2015112508326,Skriveverk. 5B : Stavskrift,"Søvik , Nils",1994
1111,URN:NBN:no-nb_digibok_2009081801002,Norsk for voksne : språkbok,"Askeland , Norunn",1994
1984,URN:NBN:no-nb_digibok_2009100604139,Impuls 1 : Teoribok,"Berge , Anne Lene",1994
1095,URN:NBN:no-nb_digibok_2013110806036,Norsk med samfunnskunnskap for teknikere og ingeniører,"Eide , Bodil",1994
1091,URN:NBN:no-nb_digibok_2009031904093,Skriveverk. 5B : Stavskrift,"Søvik , Nils",1994
1637,URN:NBN:no-nb_digibok_2009082504058,Språket ditt. 5 : Du store verda Lærarrettleiing,"Bech , Kari",1994
